,oos,trf_avg,atc,latency,perfect_order,retention,GMV_cur
4916,0,476,54,4.27,0,1,735.12
4917,1,1072,44,4.8,0,0,926.59
4918,0,4313,16,0.97,0,0,2095.38
4919,0,3176,6,2.7,0,0,1416.01
4920,0,543,14,0.31,0,0,212.71
4921,0,854,58,2.55,1,0,1121.4
4922,1,3704,31,0.71,0,1,2115.99
4923,1,4835,41,4.21,0,0,2794.55
4924,1,2271,35,0.66,0,1,1131.22
4925,1,2805,10,2.62,1,1,1466.32
4926,0,3565,81,2.65,0,0,2552.57
4927,1,2811,30,4.86,1,1,1783.76
4928,1,2507,44,3.31,0,1,1557.33
4929,0,722,55,1.51,0,0,768.28
4930,0,1823,71,1.28,0,1,1525.93
4931,0,3422,18,0.73,0,1,1862.7
4932,0,2019,83,3.81,1,1,1791.62
4933,1,1018,79,3.48,1,1,1294.08
4934,1,4315,86,3.09,0,0,2767.61
4935,0,681,39,0.3,0,1,774.7
4936,0,3981,42,3.84,0,0,2242.26
4937,0,1786,54,3.25,0,1,1237.27
4938,1,4009,30,4.82,1,1,2306.35
4939,1,2099,20,2.98,0,0,1215.17
4940,0,2811,96,1.59,1,1,2531.4
4941,0,500,42,1.97,1,1,940.82
4942,1,3748,89,0.96,1,0,2989.69
4943,0,2728,87,3.64,0,0,2086.21
4944,0,1756,5,3.57,0,0,870.06
4945,1,720,50,1.08,1,0,1098.17
4946,0,346,41,0.88,1,0,717.12
4947,1,3439,94,0.48,1,0,2823.92
4948,0,3110,39,4.57,0,0,1763.41
4949,0,4819,57,1.24,0,0,2932.15
4950,1,2468,91,1.79,1,1,2232.39
4951,1,4094,57,1.47,0,0,2600.32
4952,0,1939,37,2.13,0,1,1258.55
4953,1,3003,7,3.6,0,1,1471.05
4954,0,4495,5,4.37,1,1,2448.21
4955,0,4598,79,0.99,0,0,2990.29
4956,1,3791,51,3.46,0,0,2246.05
4957,0,3941,8,1.83,1,1,2260.21
4958,0,4448,56,4.9,1,0,3069.85
4959,1,1492,73,1.56,0,0,1269.08
4960,1,3850,11,0.14,1,0,2234.73
4961,0,4355,22,2.63,1,0,2666.31
4962,1,3108,98,0.84,0,1,2476.76
4963,1,4400,99,0.32,1,0,3243.29
4964,1,3438,77,3.52,1,1,2563.36
4965,1,3614,11,3.69,0,0,1696.48
4966,0,859,60,2.36,0,1,932.02
4967,0,2868,96,3.42,0,1,2364.14
4968,0,3188,15,2.74,1,0,1883.15
4969,1,2215,38,3.19,0,0,1393.3
4970,1,4328,1,3.02,1,1,2146.67
4971,1,1823,46,3.36,0,1,1193.2
4972,1,3066,88,1.08,0,0,2402.7
4973,1,529,43,1.42,1,0,648.61
4974,1,2455,22,2.26,1,0,1419.67
4975,1,2559,3,2.29,0,0,1183.14
4976,0,4292,14,3.89,1,1,2356.45
4977,0,1818,2,1.9,0,0,967.94
4978,1,1365,61,0.9,1,0,1185.02
4979,1,1408,32,1.33,0,0,939.15
4980,1,1150,38,1.15,0,1,1019.1
4981,0,3573,97,3.69,1,0,2915.4
4982,0,2349,46,2.4,0,1,1433.13
4983,1,2909,42,3.57,0,0,1995.86
4984,1,3021,6,2.14,1,1,1623.01
4985,0,4776,41,4.46,1,1,2665.38
4986,0,4141,25,4.92,0,0,2303.3
4987,0,2517,98,3.38,1,1,2290.08
4988,0,632,11,4.33,0,1,526.51
4989,1,998,41,2.59,0,0,879.37
4990,0,2754,71,4.68,1,1,2406.51
4991,0,1569,57,4.17,0,0,1165.76
4992,1,3020,46,4.96,0,0,1948.6
4993,0,1352,86,3.15,0,0,1391.68
4994,0,869,48,3.92,0,1,870.46
4995,0,933,63,2.76,0,1,1058.54
4996,1,2309,39,1.37,1,1,1805.82
4997,0,4749,10,1.84,1,1,2718.69
4998,1,3524,85,4.48,0,0,2425.91
4999,1,1191,70,0.37,1,1,1546.97
5000,0,1296,65,3.0,1,0,1428.8
5001,0,4014,98,1.93,1,1,3217.76
5002,0,1760,59,1.99,1,1,1659.77
5003,0,4754,78,4.43,0,1,3047.09
5004,1,360,36,4.28,1,0,472.04
5005,0,2364,27,3.03,1,0,1611.74
5006,0,1285,73,1.44,1,0,1476.2
5007,0,2549,55,2.43,1,0,1852.89
5008,1,3633,70,2.1,1,1,2707.55
5009,0,4470,95,1.83,1,1,3285.31
5010,0,4401,81,0.6,0,1,2817.98
5011,1,3444,53,2.76,1,1,2347.02
5012,1,966,60,1.58,1,0,1186.2
5013,0,192,61,3.34,1,0,833.03
5014,0,3278,36,1.66,1,0,2159.51
5015,0,1451,85,2.21,0,1,1430.7
5016,0,464,27,0.36,0,1,454.87
5017,0,3818,41,4.96,1,1,2523.73
5018,1,2024,28,2.59,1,1,1475.7
5019,1,3195,16,0.22,1,1,1867.75
5020,0,2638,35,2.75,1,1,1872.52
5021,0,1396,36,4.36,0,1,980.1
5022,1,2376,56,3.89,1,0,1787.23
5023,0,102,99,3.53,0,0,1095.07
5024,0,3592,19,0.78,0,1,1880.91
5025,0,1853,57,3.32,1,1,1660.75
5026,0,1010,85,3.85,1,1,1311.66
5027,0,406,33,2.9,0,1,511.05
5028,1,4331,23,4.47,1,0,2390.1
5029,0,4115,63,1.46,0,0,2620.13
5030,0,1538,70,1.29,1,1,1614.08
5031,0,972,96,4.36,1,0,1336.95
5032,1,1241,22,3.16,1,0,765.89
5033,1,765,67,0.11,1,1,1283.31
5034,1,308,99,1.83,0,0,1067.86
5035,1,1051,80,4.3,1,1,1535.34
5036,0,1157,59,0.23,1,1,1227.11
5037,1,4844,25,0.12,1,1,2904.72
5038,0,4822,17,1.48,0,1,2597.47
5039,0,4720,39,4.58,1,0,2974.85
5040,1,4108,77,4.52,0,1,2672.84
5041,1,1968,92,2.64,0,1,1812.66
5042,1,4964,75,2.81,1,0,3238.05
5043,1,871,74,1.73,0,1,1063.84
5044,1,4935,39,1.29,1,0,2932.56
5045,0,4130,24,4.09,1,0,2290.65
5046,1,621,38,0.62,1,1,841.72
5047,1,3455,88,2.49,0,1,2601.89
5048,1,1500,97,3.21,0,0,1723.79
5049,0,3838,81,0.61,0,0,2635.74
5050,1,4443,57,2.65,1,1,2884.86
5051,0,3823,44,2.93,1,1,2479.44
5052,1,3347,36,3.74,0,1,2056.16
5053,1,1958,99,1.25,0,1,2072.63
5054,0,4881,70,1.54,1,1,3179.21
5055,1,4164,80,2.89,0,1,2822.85
5056,0,4781,45,4.92,1,1,2995.21
5057,0,2498,92,1.17,1,1,2325.55
5058,0,242,96,4.93,0,0,856.11
5059,1,2951,26,3.6,1,0,1884.04
5060,1,3569,11,4.15,1,0,2083.12
5061,1,3795,52,0.54,0,0,2302.0
5062,0,817,25,1.57,0,1,746.74
5063,1,742,31,0.38,0,1,623.8
5064,0,3540,85,1.92,1,1,2923.79
5065,1,2648,45,4.91,1,0,1967.79
5066,0,3793,67,0.62,0,0,2551.74
5067,0,469,76,2.86,1,1,1179.04
5068,0,3750,40,0.13,0,0,2202.16
5069,1,886,46,3.59,1,1,818.85
5070,0,1049,54,1.07,1,1,1268.17
5071,0,621,41,0.73,1,0,759.27
5072,0,3043,89,1.75,1,0,2785.81
5073,0,454,81,3.88,1,1,1273.25
5074,0,2435,38,0.62,0,0,1569.94
5075,0,1582,36,1.23,0,1,1393.13
5076,1,1747,83,0.14,1,1,1787.67
5077,1,3145,44,4.85,0,1,1826.26
5078,0,4731,57,3.0,0,1,2835.05
5079,1,2315,66,3.63,1,0,1888.5
5080,1,4816,81,3.29,1,1,3271.2
5081,0,527,30,0.81,1,0,792.96
5082,0,2637,10,3.02,0,1,1258.22
5083,0,644,99,0.74,0,0,1309.99
5084,1,2864,61,2.07,0,1,1896.35
5085,0,3865,63,2.89,1,1,2710.97
5086,1,758,36,2.84,1,0,723.91
5087,0,2927,54,0.68,1,1,2103.45
5088,1,2158,97,0.27,1,1,2406.12
5089,0,3427,65,4.01,1,1,2391.18
5090,0,830,82,3.66,0,1,1214.15
5091,1,1932,4,0.5,0,0,892.32
5092,1,508,55,0.72,0,0,637.87
5093,1,4279,54,4.47,1,1,2746.51
5094,1,3347,91,3.87,1,1,2569.21
5095,1,4902,89,4.98,0,1,3243.2
5096,1,233,64,1.34,0,0,667.23
5097,0,4983,92,2.49,1,1,3695.31
5098,1,766,22,1.26,0,0,397.24
5099,0,376,25,3.15,1,0,602.61
5100,0,3407,81,0.67,0,0,2537.13
5101,1,981,59,0.72,0,0,916.44
5102,0,2160,57,0.45,0,1,1574.6
5103,1,2182,54,3.5,0,1,1368.65
5104,1,1337,44,2.52,1,0,1052.1
5105,0,2552,52,3.13,1,0,1921.54
5106,0,258,76,4.41,1,1,1081.48
5107,1,2696,16,3.73,0,1,1370.24
5108,1,3915,16,2.36,1,1,2211.32
5109,0,4474,81,4.92,0,1,2818.77
5110,0,2626,55,2.34,1,0,1806.04
5111,0,210,61,0.65,0,1,736.21
5112,0,641,95,4.96,1,0,1305.23
5113,1,1238,79,0.21,1,1,1374.71
5114,1,3383,77,2.79,0,0,2301.3
5115,1,3710,40,1.61,1,1,2397.73
5116,1,4555,91,2.57,0,1,3126.36
5117,0,3657,21,2.84,0,1,2001.59
5118,0,2519,66,1.28,0,1,1824.35
5119,1,1856,8,2.83,1,0,1160.84
5120,1,3186,71,3.8,1,1,2374.96
5121,1,2406,10,1.41,1,1,1337.18
5122,1,1075,57,1.98,1,0,1106.19
5123,1,822,4,1.41,1,0,592.43
5124,1,2670,43,4.12,0,0,1719.5
5125,1,424,99,3.65,1,0,1338.37
5126,1,1629,63,4.37,1,1,1523.42
5127,1,2045,43,0.93,1,1,1647.24
5128,0,4586,67,0.46,0,1,3190.94
5129,1,2530,82,0.68,0,1,2050.18
5130,0,4211,51,0.89,0,0,2613.44
5131,0,3610,56,2.71,0,1,2365.26
5132,1,945,43,4.86,1,0,1030.33
5133,1,667,24,1.85,0,1,352.91
5134,0,3788,96,4.8,1,0,2975.71
5135,0,2279,34,0.29,1,0,1774.09
5136,1,2119,59,4.64,1,0,1881.26
5137,0,3419,2,0.99,0,0,1711.72
5138,1,2420,2,4.57,1,0,1243.17
5139,1,1746,10,0.38,0,0,931.9
5140,1,4103,23,4.75,0,0,2072.11
5141,0,4009,15,1.08,0,0,2289.83
5142,0,3520,76,1.58,0,1,2536.49
5143,1,2631,17,2.51,0,0,1380.04
5144,0,456,82,1.97,0,1,1119.96
5145,0,3181,14,3.37,0,0,1547.76
5146,0,2380,81,4.88,1,1,1895.2
5147,0,4231,79,3.07,0,1,2886.27
5148,0,2560,76,3.64,1,0,2274.6
5149,0,2887,16,0.53,0,1,1578.67
5150,0,4309,32,3.18,1,1,2542.99
5151,1,1297,23,2.32,1,1,886.42
5152,0,1378,34,4.44,1,0,1016.75
5153,0,565,98,2.0,1,0,1489.02
5154,0,4100,16,3.43,0,0,2223.2
5155,0,3448,34,1.22,1,0,2331.41
5156,0,1587,71,1.37,0,1,1476.83
5157,0,4697,33,1.94,0,1,2524.09
5158,0,4636,68,1.59,0,1,2894.71
5159,0,425,43,1.34,1,1,875.56
5160,1,1865,64,0.34,0,0,1411.97
5161,0,4262,71,4.2,1,0,2946.82
5162,0,403,18,0.42,0,0,271.35
5163,0,4679,68,4.45,1,0,3060.82
5164,0,1540,61,0.71,0,1,1250.61
5165,1,248,75,0.42,1,1,1017.23
5166,1,3134,20,2.86,1,1,1713.49
5167,1,2731,11,2.56,0,0,1298.26
5168,1,195,79,2.51,0,1,872.41
5169,1,3555,46,2.92,1,1,2433.98
5170,1,4477,64,1.51,1,1,3065.38
5171,1,2469,81,3.35,1,1,2269.04
5172,1,3567,98,2.56,1,1,2730.34
5173,1,628,76,1.74,1,1,1180.06
5174,1,2410,28,4.15,1,0,1559.55
5175,1,4775,48,3.67,0,1,2939.29
5176,1,1763,35,2.03,0,0,1117.15
5177,1,3464,8,4.25,1,0,1957.13
5178,1,2441,91,4.61,0,0,2157.66
5179,1,792,22,2.73,1,1,724.43
5180,1,4430,24,1.15,0,1,2335.09
5181,0,1051,66,4.59,1,0,1255.44
5182,1,1460,95,1.03,1,1,1638.26
5183,0,638,86,0.34,0,1,1126.28
5184,1,919,64,1.7,0,1,873.36
5185,1,3262,65,3.66,0,0,2236.02
5186,0,4025,14,4.62,1,1,2103.88
5187,1,371,25,3.22,0,1,360.32
5188,0,1128,3,4.76,1,0,812.57
5189,0,3765,5,0.55,0,0,1994.4
5190,0,1342,65,0.4,0,1,1264.7
5191,1,1241,54,3.06,0,1,1125.68
5192,1,692,19,4.83,1,0,590.37
5193,1,1705,97,2.56,1,0,1875.57
5194,0,4310,54,0.35,0,0,2651.66
5195,0,3477,94,1.18,1,1,2899.19
5196,1,4171,76,1.3,1,1,2813.84
5197,1,4402,10,1.76,0,1,2165.39
5198,1,3794,98,0.31,0,1,2858.27
5199,1,2450,16,4.53,0,1,1193.13
5200,1,4307,46,2.63,0,1,2381.72
5201,0,1540,29,3.39,1,0,1103.07
5202,0,3726,15,0.43,0,1,2021.61
5203,0,1982,48,0.37,1,1,1711.89
5204,1,3811,11,2.97,0,0,2014.56
5205,0,284,34,4.45,0,0,471.08
5206,0,320,36,2.69,0,0,543.11
5207,0,3288,30,4.4,0,0,1663.84
5208,0,1193,99,4.07,0,0,1580.4
5209,0,3045,73,0.47,0,0,2191.38
5210,1,2574,82,1.09,1,0,2091.05
5211,0,2715,19,3.32,1,0,1736.89
5212,1,2112,68,2.27,1,0,1858.49
5213,1,2590,70,1.52,1,1,2203.08
5214,1,700,33,2.15,1,1,733.56
5215,1,1260,96,2.28,1,1,1693.83
5216,1,4699,80,4.56,1,0,3028.22
5217,0,4413,75,0.61,0,1,3140.4
5218,0,2835,22,1.47,1,0,1674.27
5219,1,2318,36,2.73,0,0,1333.37
5220,1,4807,23,3.52,1,0,2610.02
5221,1,1252,63,3.19,1,0,1362.86
5222,0,156,26,4.71,0,1,158.99
5223,1,1304,60,4.0,0,1,1229.82
5224,0,4441,95,2.83,0,0,3145.38
5225,1,243,93,1.15,0,1,829.49
5226,0,467,5,2.31,0,1,315.29
5227,1,1582,54,3.5,1,0,1502.19
5228,0,715,38,4.21,0,1,580.45
5229,1,3738,62,4.8,0,1,2228.56
5230,0,3428,25,3.07,0,1,1942.47
5231,0,3327,98,2.68,1,0,2855.77
5232,0,1688,12,0.19,0,1,859.85
5233,0,2589,22,0.45,0,1,1597.86
5234,0,3103,9,0.86,0,0,1566.93
5235,0,798,84,0.37,1,1,1549.92
5236,0,2923,29,2.06,0,1,1552.32
5237,1,1044,44,1.75,1,0,1003.67
5238,1,3981,93,3.22,1,0,2985.26
5239,1,1022,27,2.72,0,1,577.48
5240,1,1846,55,3.02,1,0,1559.43
5241,1,4220,81,2.41,1,1,2987.12
5242,0,2953,5,1.46,1,0,1676.33
5243,0,1659,52,4.77,1,0,1413.7
5244,0,1183,13,0.52,1,0,782.04
5245,0,3638,42,4.7,1,1,2342.7
5246,0,533,15,1.63,0,1,371.34
5247,1,3026,79,2.61,1,0,2299.9
5248,1,1189,18,0.63,1,0,1036.81
5249,1,3057,50,0.45,0,1,2000.99
5250,1,2712,2,2.2,1,0,1553.97
5251,0,4291,87,3.73,0,0,2860.03
5252,0,3859,13,1.42,0,0,1800.2
5253,0,4363,68,2.86,1,1,3178.7
5254,1,2189,47,1.47,1,1,1701.97
5255,0,2002,89,2.0,1,0,2087.36
5256,1,2667,75,4.54,0,0,1974.76
5257,0,2098,50,4.29,1,1,1703.1
5258,0,3214,12,2.63,0,1,1568.03
5259,1,3094,13,1.27,1,0,1698.72
5260,0,2110,9,1.05,1,0,1221.4
5261,0,4944,59,4.78,1,0,3221.53
5262,1,1991,45,1.09,0,1,1252.37
5263,0,930,70,4.06,0,0,930.92
5264,1,148,43,1.91,1,1,551.55
5265,0,4310,74,4.93,0,0,2769.17
5266,0,1278,23,1.9,1,0,1026.03
5267,0,3133,79,1.82,0,0,2271.47
5268,0,170,45,3.22,0,1,519.03
5269,0,166,23,4.81,1,1,533.5
5270,0,1877,34,4.88,1,0,1385.82
5271,0,2328,16,3.57,0,0,1368.8
5272,0,1889,63,3.8,0,0,1553.49
5273,1,712,51,2.86,0,1,663.3
5274,1,1986,32,3.8,1,0,1302.33
5275,0,1722,38,4.31,1,0,1265.08
5276,0,796,56,2.48,0,1,889.31
5277,1,1337,69,3.14,1,1,1417.81
5278,0,2506,17,2.73,0,0,1427.87
5279,0,348,86,2.86,1,1,1161.11
5280,1,737,39,4.46,1,1,844.07
5281,0,1049,41,1.84,0,1,780.91
5282,0,2004,48,1.12,1,1,1683.76
5283,1,3687,82,2.34,0,1,2518.86
5284,0,1211,28,1.12,1,1,1007.97
5285,0,275,77,2.54,0,1,792.05
5286,1,822,50,4.53,1,1,1121.53
5287,0,3942,1,3.13,1,0,2000.43
5288,1,3774,50,4.29,1,0,2518.88
5289,0,4966,19,0.91,0,1,2650.14
5290,0,2047,98,4.51,0,1,1777.3
5291,1,802,59,3.05,1,0,1050.25
5292,1,2228,68,0.26,1,0,1705.14
5293,0,1026,67,3.2,0,0,1290.96
5294,1,4333,41,4.76,0,0,2394.49
5295,1,3604,10,0.49,1,0,2153.75
5296,0,2617,28,2.95,1,1,1864.07
5297,0,2497,34,4.59,0,1,1439.89
5298,0,1249,39,0.15,0,0,1014.43
5299,1,3480,83,3.19,0,1,2474.74
5300,1,1978,56,2.43,1,0,1840.43
5301,1,1353,52,1.8,1,0,1291.37
5302,1,1583,3,3.17,0,1,702.72
5303,0,409,23,0.36,0,1,287.39
5304,1,4052,17,3.79,1,1,2180.8
5305,0,3149,71,0.12,1,1,2432.13
5306,1,1664,26,1.6,1,0,1340.13
5307,0,1600,18,2.57,1,1,1317.92
5308,0,4965,46,1.95,0,0,2953.61
5309,0,115,70,1.61,1,1,960.39
5310,1,705,31,4.17,1,1,797.59
5311,0,1481,93,4.68,1,0,1708.43
5312,0,3483,9,4.38,0,0,1882.89
5313,1,994,35,2.66,0,0,600.7
5314,0,1667,81,4.43,0,1,1509.42
5315,1,513,60,4.61,1,0,979.63
5316,1,4220,76,2.11,1,1,2929.68
5317,0,2104,63,1.49,1,0,2099.05
5318,0,415,52,0.58,1,0,982.66
5319,1,4766,48,2.45,0,1,2862.35
5320,0,4920,61,4.74,1,1,3099.31
5321,1,3155,24,2.85,0,0,1807.0
5322,1,1949,74,3.37,1,0,1878.1
5323,1,2053,58,0.65,1,1,1899.95
5324,0,488,64,0.8,1,1,848.78
5325,1,2869,30,2.38,1,0,1758.84
5326,0,4639,29,4.76,1,0,2747.94
5327,0,3146,10,1.87,1,1,1872.23
5328,0,2515,39,4.4,0,0,1555.0
5329,0,2489,55,0.69,0,0,1627.91
5330,1,403,28,3.12,0,1,388.75
5331,0,863,18,3.04,0,0,581.55
5332,1,2073,41,4.31,0,1,1310.0
5333,1,915,81,0.12,1,1,1411.42
5334,0,977,75,1.03,1,0,1512.12
5335,1,4898,65,1.18,0,1,3010.0
5336,1,2426,81,4.75,1,1,1952.99
5337,0,2529,46,0.85,1,1,2047.84
5338,1,2160,60,0.28,1,0,1959.11
5339,1,4498,9,2.72,1,0,2430.63
5340,1,1679,45,2.69,0,0,1273.21
5341,1,4355,60,4.24,1,1,2690.3
5342,0,2301,28,4.75,0,1,1321.05
5343,1,3697,97,2.74,0,0,2542.28
5344,1,1303,3,4.66,1,0,850.76
5345,1,2524,51,3.65,1,1,1699.4
5346,1,3975,8,1.4,1,0,2148.37
5347,0,2923,70,4.65,0,1,2090.07
5348,1,3385,59,3.37,1,0,2447.49
5349,0,2163,61,2.13,0,0,1701.62
5350,1,2079,58,3.43,1,0,1815.2
5351,0,4448,70,2.07,0,0,2962.99
5352,0,3231,93,0.66,0,1,2663.15
5353,0,3192,12,3.62,0,0,1468.09
5354,0,4926,9,4.14,0,1,2421.74
5355,0,3764,49,3.67,0,1,2343.74
5356,1,2436,83,1.22,0,0,2130.97
5357,1,3714,17,4.79,0,1,1830.7
5358,1,597,54,0.22,1,1,1180.61
5359,0,3917,44,1.73,0,0,2399.21
5360,1,4743,32,1.37,1,0,2742.94
5361,0,231,35,0.34,1,0,543.25
5362,0,957,78,2.09,1,0,1490.27
5363,1,620,49,3.15,0,0,622.99
5364,1,129,54,4.42,0,0,438.88
5365,0,3496,16,4.95,1,1,2025.21
5366,0,4704,85,4.06,0,1,3140.75
5367,1,1360,12,2.4,0,0,893.25
5368,1,1658,88,3.65,1,1,1825.38
5369,1,115,98,4.23,1,1,1042.42
5370,1,3705,8,2.38,1,1,1960.26
5371,0,1707,21,3.95,1,0,1351.22
5372,1,3617,48,2.46,1,0,2337.75
5373,1,2116,8,1.99,1,0,1306.68
5374,1,3674,28,2.68,1,0,2232.62
5375,0,1843,80,3.41,0,1,1695.36
5376,0,3891,10,3.66,0,0,2112.13
5377,0,3734,52,1.85,0,0,2378.27
5378,0,1188,15,2.9,1,0,967.75
5379,1,1461,4,4.56,0,1,659.87
5380,0,3472,90,4.88,1,1,2693.04
5381,1,4573,79,1.21,1,1,3251.71
5382,1,575,96,1.04,1,0,1311.61
5383,1,1389,62,3.42,0,0,1079.74
5384,1,428,4,2.13,1,1,419.55
5385,0,4144,41,0.22,1,1,2724.0
5386,0,1939,73,1.8,1,1,1899.63
5387,0,1286,99,4.05,0,0,1549.7
5388,1,4633,55,4.01,0,0,2729.08
5389,1,3514,28,2.52,1,1,2028.25
5390,1,3636,47,2.42,1,1,2203.36
5391,1,1873,9,2.94,1,1,1206.48
5392,1,2163,2,1.18,0,0,1115.34
5393,0,1944,67,2.68,1,0,1763.31
5394,1,2658,48,0.15,1,1,2103.18
5395,0,1362,69,2.43,0,1,1372.4
5396,1,3391,74,1.75,0,0,2384.29
5397,1,1118,28,3.41,0,1,922.55
5398,0,1889,79,3.23,0,0,1544.4
5399,0,3624,14,1.97,0,0,1907.88
5400,1,3604,46,0.14,0,1,2123.99
5401,1,906,87,1.34,1,0,1409.43
5402,1,2766,13,3.2,0,0,1392.27
5403,1,504,16,0.45,0,0,348.55
5404,0,693,94,0.63,1,0,1366.56
5405,1,4049,40,3.27,1,0,2515.9
5406,0,4207,72,3.8,1,0,2865.01
5407,1,3380,81,1.68,0,1,2536.06
5408,0,2312,30,2.5,0,0,1482.45
5409,0,1642,81,4.73,0,0,1570.79
5410,1,713,99,4.73,0,0,1154.31
5411,0,968,65,1.61,0,0,1117.28
5412,1,911,58,4.07,1,0,1174.78
5413,0,1922,88,3.01,1,1,1946.76
5414,1,4962,48,4.88,0,0,2654.4
5415,0,4277,49,2.44,0,0,2651.61
5416,1,1844,89,3.9,1,1,1936.97
5417,1,2356,2,3.86,0,0,1102.92
5418,0,4142,89,2.54,1,1,3034.32
5419,0,3767,14,4.0,1,1,2239.49
5420,0,621,97,1.38,1,0,1567.79
5421,0,1625,17,0.7,1,1,1196.66
5422,1,1569,31,2.18,1,1,1161.28
5423,0,2775,10,4.72,1,0,1555.57
5424,1,1613,70,2.55,1,0,1565.96
5425,0,4976,89,3.21,1,1,3469.7
5426,1,1551,37,3.16,0,1,996.9
5427,1,4754,64,0.75,1,0,3184.32
5428,1,3530,30,2.01,1,0,2264.45
5429,1,3107,34,3.56,1,0,2117.41
5430,0,3224,18,4.86,1,0,1803.49
5431,0,1853,88,0.92,1,0,1913.14
5432,1,1712,63,2.11,0,1,1478.22
5433,0,3375,49,0.57,1,1,2274.8
5434,0,655,56,1.29,0,1,745.85
5435,1,4351,91,1.95,1,1,3102.23
5436,0,2149,58,2.75,1,0,1781.88
5437,0,924,27,1.23,0,1,870.97
5438,0,2949,55,1.22,0,1,1987.32
5439,1,3130,85,3.91,1,1,2514.23
5440,0,1181,19,4.82,1,0,764.29
5441,1,3425,23,1.69,0,0,1966.13
5442,0,592,47,3.47,0,0,783.75
5443,0,4864,79,1.36,1,0,3347.92
5444,0,174,66,4.65,0,1,585.28
5445,1,3091,99,3.4,0,1,2513.3
5446,1,3460,51,4.03,0,1,2086.82
5447,0,470,84,0.34,0,1,1001.82
5448,1,4782,28,3.03,0,1,2523.74
5449,0,428,57,2.69,1,1,954.06
5450,1,4785,58,1.54,1,1,3164.89
5451,1,1890,15,1.39,1,1,1249.52
5452,0,876,16,2.94,1,0,766.35
5453,0,2122,97,3.56,1,1,2135.75
5454,0,4774,47,0.26,1,1,3066.36
5455,0,4416,63,2.88,0,0,2741.26
5456,1,1287,12,0.94,0,1,667.72
5457,1,1603,43,0.79,0,1,1307.86
5458,1,3391,84,3.15,1,0,2626.72
5459,0,3425,29,1.62,0,0,1933.34
5460,0,287,49,2.26,0,1,520.9
5461,1,1314,3,1.86,0,0,379.72
5462,0,3386,69,3.28,0,0,2526.06
5463,1,3546,60,2.4,0,0,2494.57
5464,1,1209,66,4.82,1,0,1380.87
5465,1,2621,87,1.83,1,1,2190.38
5466,1,3979,90,3.73,0,0,3038.36
5467,1,630,26,1.36,0,0,357.41
5468,0,1170,71,2.59,1,1,1482.53
5469,0,3236,74,2.81,1,0,2330.49
5470,0,1062,69,1.71,0,0,969.58
5471,1,1505,47,2.41,0,0,1147.51
5472,1,3237,76,1.47,1,1,2535.0
5473,1,616,96,0.13,1,0,1427.3
5474,1,3264,42,1.16,0,0,2128.11
5475,0,1591,31,3.53,0,0,1030.1
5476,0,3789,22,3.88,1,0,2318.13
5477,1,4328,17,1.47,0,0,2176.33
5478,1,4509,84,2.1,1,0,3332.0
5479,1,690,20,0.28,0,1,627.44
5480,0,1643,8,1.26,0,0,850.84
5481,0,3156,98,3.92,1,1,2717.12
5482,0,2306,49,3.07,0,1,1511.72
5483,1,3439,87,1.11,0,1,2495.25
5484,1,2808,38,1.36,1,1,1980.53
5485,0,4129,53,4.1,1,0,2760.98
5486,1,847,28,1.12,1,0,658.19
5487,0,900,77,1.74,0,0,1071.47
5488,1,1597,29,3.36,1,0,1112.5
5489,0,1479,72,2.85,1,0,1624.48
5490,1,779,11,2.36,1,0,510.55
5491,0,3870,47,4.51,1,1,2373.41
5492,0,3442,45,1.18,0,0,1884.46
5493,0,996,18,3.73,1,0,1012.02
5494,0,1646,50,0.88,0,1,1325.6
5495,0,3226,89,3.12,0,0,2296.34
5496,0,783,49,4.37,1,1,1097.4
5497,1,1395,22,2.34,1,0,1170.06
5498,1,1485,45,3.65,1,0,1290.84
5499,1,1042,61,4.12,0,1,1060.9
5500,0,3380,99,0.77,1,0,2995.48
5501,0,1133,93,3.56,1,0,1685.86
5502,1,2886,21,4.61,1,1,1774.06
5503,0,2333,71,2.92,0,0,1664.67
5504,0,3745,61,1.01,1,0,2389.38
5505,0,1720,76,0.72,0,0,1691.75
5506,0,3635,36,1.37,0,0,2127.67
5507,0,3305,24,0.61,0,1,1834.82
5508,1,2982,32,2.62,1,1,2005.92
5509,1,270,91,0.44,1,1,1090.72
5510,1,1653,96,1.19,0,1,1709.05
5511,1,3997,59,2.26,1,1,2699.01
5512,1,1695,96,2.42,0,0,1778.08
5513,0,1723,96,2.87,1,0,1998.23
5514,0,4222,90,3.56,1,1,3173.97
5515,0,1191,75,0.33,1,1,1498.44
5516,0,2937,82,0.5,0,0,2240.65
5517,1,507,5,0.4,1,1,479.53
5518,1,4269,16,2.17,0,1,2151.05
5519,1,779,11,0.31,1,0,560.45
5520,0,336,35,3.76,1,0,771.43
5521,1,2874,75,1.19,1,1,2245.74
5522,0,3537,42,4.7,1,1,2248.64
5523,1,3457,87,2.48,0,0,2621.56
5524,1,2977,98,2.29,0,1,2303.72
5525,0,2523,81,3.92,1,1,2225.21
5526,0,4814,10,3.59,0,0,2476.11
5527,1,3247,82,3.08,0,1,2322.88
5528,1,1132,8,4.68,0,1,463.56
5529,0,2954,26,2.17,1,1,1780.96
5530,1,3040,3,4.06,1,0,1681.59
5531,1,3801,59,1.96,1,0,2711.57
5532,0,4170,88,4.21,1,0,3180.42
